objectid,filename,title,volume,creator,month/season,date_exact,date,source,identifier,type,collection,format
1971-10-08_v06_021,https://archives.nd.edu/Observer/v06/1971-10-08_v06_021.pdf,"The Observer, Vol. 06, No. 021 -- 1971/10/08",v06,University of Notre Dame Archives,,10/8/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-08_v06_021.pdf,1971-10-08_v06_021,Newspaper,Observer,application/pdf
1971-10-11_v06_022,https://archives.nd.edu/Observer/v06/1971-10-11_v06_022.pdf,"The Observer, Vol. 06, No. 022 -- 1971/10/11",v06,University of Notre Dame Archives,,10/11/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-11_v06_022.pdf,1971-10-11_v06_022,Newspaper,Observer,application/pdf
1971-10-12_v06_023,https://archives.nd.edu/Observer/v06/1971-10-12_v06_023.pdf,"The Observer, Vol. 06, No. 023 -- 1971/10/12",v06,University of Notre Dame Archives,,10/12/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-12_v06_023.pdf,1971-10-12_v06_023,Newspaper,Observer,application/pdf
1971-10-13_v06_024,https://archives.nd.edu/Observer/v06/1971-10-13_v06_024.pdf,"The Observer, Vol. 06, No. 024 -- 1971/10/13",v06,University of Notre Dame Archives,,10/13/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-13_v06_024.pdf,1971-10-13_v06_024,Newspaper,Observer,application/pdf
1971-10-14_v06_025,https://archives.nd.edu/Observer/v06/1971-10-14_v06_025.pdf,"The Observer, Vol. 06, No. 025 -- 1971/10/14",v06,University of Notre Dame Archives,,10/14/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-14_v06_025.pdf,1971-10-14_v06_025,Newspaper,Observer,application/pdf
1971-10-15_v06_026,https://archives.nd.edu/Observer/v06/1971-10-15_v06_026.pdf,"The Observer, Vol. 06, No. 026 -- 1971/10/15",v06,University of Notre Dame Archives,,10/15/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-15_v06_026.pdf,1971-10-15_v06_026,Newspaper,Observer,application/pdf
1971-10-18_v06_027,https://archives.nd.edu/Observer/v06/1971-10-18_v06_027.pdf,"The Observer, Vol. 06, No. 027 -- 1971/10/18",v06,University of Notre Dame Archives,,10/18/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-18_v06_027.pdf,1971-10-18_v06_027,Newspaper,Observer,application/pdf
1971-10-19_v06_028,https://archives.nd.edu/Observer/v06/1971-10-19_v06_028.pdf,"The Observer, Vol. 06, No. 028 -- 1971/10/19",v06,University of Notre Dame Archives,,10/19/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-19_v06_028.pdf,1971-10-19_v06_028,Newspaper,Observer,application/pdf
1971-10-20_v06_029,https://archives.nd.edu/Observer/v06/1971-10-20_v06_029.pdf,"The Observer, Vol. 06, No. 029 -- 1971/10/20",v06,University of Notre Dame Archives,,10/20/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-20_v06_029.pdf,1971-10-20_v06_029,Newspaper,Observer,application/pdf
1971-10-21_v06_030,https://archives.nd.edu/Observer/v06/1971-10-21_v06_030.pdf,"The Observer, Vol. 06, No. 030 -- 1971/10/21",v06,University of Notre Dame Archives,,10/21/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-21_v06_030.pdf,1971-10-21_v06_030,Newspaper,Observer,application/pdf
1971-10-22_v06_031,https://archives.nd.edu/Observer/v06/1971-10-22_v06_031.pdf,"The Observer, Vol. 06, No. 031 -- 1971/10/22",v06,University of Notre Dame Archives,,10/22/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-22_v06_031.pdf,1971-10-22_v06_031,Newspaper,Observer,application/pdf
1971-10-25_v06_032,https://archives.nd.edu/Observer/v06/1971-10-25_v06_032.pdf,"The Observer, Vol. 06, No. 032 -- 1971/10/25",v06,University of Notre Dame Archives,,10/25/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-25_v06_032.pdf,1971-10-25_v06_032,Newspaper,Observer,application/pdf
1971-10-26_v06_033,https://archives.nd.edu/Observer/v06/1971-10-26_v06_033.pdf,"The Observer, Vol. 06, No. 033 -- 1971/10/26",v06,University of Notre Dame Archives,,10/26/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-26_v06_033.pdf,1971-10-26_v06_033,Newspaper,Observer,application/pdf
1971-10-27_v06_034,https://archives.nd.edu/Observer/v06/1971-10-27_v06_034.pdf,"The Observer, Vol. 06, No. 034 -- 1971/10/27",v06,University of Notre Dame Archives,,10/27/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-27_v06_034.pdf,1971-10-27_v06_034,Newspaper,Observer,application/pdf
1971-10-28_v06_035,https://archives.nd.edu/Observer/v06/1971-10-28_v06_035.pdf,"The Observer, Vol. 06, No. 035 -- 1971/10/28",v06,University of Notre Dame Archives,,10/28/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-28_v06_035.pdf,1971-10-28_v06_035,Newspaper,Observer,application/pdf
1971-10-29_v06_036,https://archives.nd.edu/Observer/v06/1971-10-29_v06_036.pdf,"The Observer, Vol. 06, No. 036 -- 1971/10/29",v06,University of Notre Dame Archives,,10/29/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-29_v06_036.pdf,1971-10-29_v06_036,Newspaper,Observer,application/pdf
1971-11-01_v06_037,https://archives.nd.edu/Observer/v06/1971-11-01_v06_037.pdf,"The Observer, Vol. 06, No. 037 -- 1971/11/01",v06,University of Notre Dame Archives,,11/1/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-01_v06_037.pdf,1971-11-01_v06_037,Newspaper,Observer,application/pdf
1971-11-02_v06_038,https://archives.nd.edu/Observer/v06/1971-11-02_v06_038.pdf,"The Observer, Vol. 06, No. 038 -- 1971/11/02",v06,University of Notre Dame Archives,,11/2/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-02_v06_038.pdf,1971-11-02_v06_038,Newspaper,Observer,application/pdf
1971-11-03_v06_039,https://archives.nd.edu/Observer/v06/1971-11-03_v06_039.pdf,"The Observer, Vol. 06, No. 039 -- 1971/11/03",v06,University of Notre Dame Archives,,11/3/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-03_v06_039.pdf,1971-11-03_v06_039,Newspaper,Observer,application/pdf
1971-11-04_v06_040,https://archives.nd.edu/Observer/v06/1971-11-04_v06_040.pdf,"The Observer, Vol. 06, No. 040 -- 1971/11/04",v06,University of Notre Dame Archives,,11/4/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-04_v06_040.pdf,1971-11-04_v06_040,Newspaper,Observer,application/pdf
1971-11-05_v06_041,https://archives.nd.edu/Observer/v06/1971-11-05_v06_041.pdf,"The Observer, Vol. 06, No. 041 -- 1971/11/05",v06,University of Notre Dame Archives,,11/5/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-05_v06_041.pdf,1971-11-05_v06_041,Newspaper,Observer,application/pdf
1971-11-08_v06_041,https://archives.nd.edu/Observer/v06/1971-11-08_v06_041.pdf,"The Observer, Vol. 06, No. 041 -- 1971/11/08",v06,University of Notre Dame Archives,,11/8/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-08_v06_041.pdf,1971-11-08_v06_041,Newspaper,Observer,application/pdf
1971-11-09_v06_042,https://archives.nd.edu/Observer/v06/1971-11-09_v06_042.pdf,"The Observer, Vol. 06, No. 042 -- 1971/11/09",v06,University of Notre Dame Archives,,11/9/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-09_v06_042.pdf,1971-11-09_v06_042,Newspaper,Observer,application/pdf
1971-11-10_v06_043,https://archives.nd.edu/Observer/v06/1971-11-10_v06_043.pdf,"The Observer, Vol. 06, No. 043 -- 1971/11/10",v06,University of Notre Dame Archives,,11/10/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-10_v06_043.pdf,1971-11-10_v06_043,Newspaper,Observer,application/pdf
1971-11-11_v06_044,https://archives.nd.edu/Observer/v06/1971-11-11_v06_044.pdf,"The Observer, Vol. 06, No. 044 -- 1971/11/11",v06,University of Notre Dame Archives,,11/11/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-11_v06_044.pdf,1971-11-11_v06_044,Newspaper,Observer,application/pdf
1971-11-12_v06_045,https://archives.nd.edu/Observer/v06/1971-11-12_v06_045.pdf,"The Observer, Vol. 06, No. 045 -- 1971/11/12",v06,University of Notre Dame Archives,,11/12/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-12_v06_045.pdf,1971-11-12_v06_045,Newspaper,Observer,application/pdf
1971-11-15_v06_046,https://archives.nd.edu/Observer/v06/1971-11-15_v06_046.pdf,"The Observer, Vol. 06, No. 046 -- 1971/11/15",v06,University of Notre Dame Archives,,11/15/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-15_v06_046.pdf,1971-11-15_v06_046,Newspaper,Observer,application/pdf
1971-11-16_v06_047,https://archives.nd.edu/Observer/v06/1971-11-16_v06_047.pdf,"The Observer, Vol. 06, No. 047 -- 1971/11/16",v06,University of Notre Dame Archives,,11/16/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-16_v06_047.pdf,1971-11-16_v06_047,Newspaper,Observer,application/pdf
1971-11-17_v06_048,https://archives.nd.edu/Observer/v06/1971-11-17_v06_048.pdf,"The Observer, Vol. 06, No. 048 -- 1971/11/17",v06,University of Notre Dame Archives,,11/17/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-17_v06_048.pdf,1971-11-17_v06_048,Newspaper,Observer,application/pdf
1971-11-18_v06_049,https://archives.nd.edu/Observer/v06/1971-11-18_v06_049.pdf,"The Observer, Vol. 06, No. 049 -- 1971/11/18",v06,University of Notre Dame Archives,,11/18/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-18_v06_049.pdf,1971-11-18_v06_049,Newspaper,Observer,application/pdf
1971-11-19_v06_051,https://archives.nd.edu/Observer/v06/1971-11-19_v06_051.pdf,"The Observer, Vol. 06, No. 051 -- 1971/11/19",v06,University of Notre Dame Archives,,11/19/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-19_v06_051.pdf,1971-11-19_v06_051,Newspaper,Observer,application/pdf
1971-11-22_v06_052,https://archives.nd.edu/Observer/v06/1971-11-22_v06_052.pdf,"The Observer, Vol. 06, No. 052 -- 1971/11/22",v06,University of Notre Dame Archives,,11/22/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-22_v06_052.pdf,1971-11-22_v06_052,Newspaper,Observer,application/pdf
1971-11-30_v06_053,https://archives.nd.edu/Observer/v06/1971-11-30_v06_053.pdf,"The Observer, Vol. 06, No. 053 -- 1971/11/30",v06,University of Notre Dame Archives,,11/30/1971,1971,https://archives.nd.edu/Observer/v06/1971-11-30_v06_053.pdf,1971-11-30_v06_053,Newspaper,Observer,application/pdf
1971-12-01_v06_054,https://archives.nd.edu/Observer/v06/1971-12-01_v06_054.pdf,"The Observer, Vol. 06, No. 054 -- 1971/12/01",v06,University of Notre Dame Archives,,12/1/1971,1971,https://archives.nd.edu/Observer/v06/1971-12-01_v06_054.pdf,1971-12-01_v06_054,Newspaper,Observer,application/pdf
1971-12-02_v06_055,https://archives.nd.edu/Observer/v06/1971-12-02_v06_055.pdf,"The Observer, Vol. 06, No. 055 -- 1971/12/02",v06,University of Notre Dame Archives,,12/2/1971,1971,https://archives.nd.edu/Observer/v06/1971-12-02_v06_055.pdf,1971-12-02_v06_055,Newspaper,Observer,application/pdf
1971-12-03_v06_056,https://archives.nd.edu/Observer/v06/1971-12-03_v06_056.pdf,"The Observer, Vol. 06, No. 056 -- 1971/12/03",v06,University of Notre Dame Archives,,12/3/1971,1971,https://archives.nd.edu/Observer/v06/1971-12-03_v06_056.pdf,1971-12-03_v06_056,Newspaper,Observer,application/pdf
1971-12-06_v06_057,https://archives.nd.edu/Observer/v06/1971-12-06_v06_057.pdf,"The Observer, Vol. 06, No. 057 -- 1971/12/06",v06,University of Notre Dame Archives,,12/6/1971,1971,https://archives.nd.edu/Observer/v06/1971-12-06_v06_057.pdf,1971-12-06_v06_057,Newspaper,Observer,application/pdf
1971-12-07_v06_058,https://archives.nd.edu/Observer/v06/1971-12-07_v06_058.pdf,"The Observer, Vol. 06, No. 058 -- 1971/12/07",v06,University of Notre Dame Archives,,12/7/1971,1971,https://archives.nd.edu/Observer/v06/1971-12-07_v06_058.pdf,1971-12-07_v06_058,Newspaper,Observer,application/pdf
1971-12-08_v06_059,https://archives.nd.edu/Observer/v06/1971-12-08_v06_059.pdf,"The Observer, Vol. 06, No. 059 -- 1971/12/08",v06,University of Notre Dame Archives,,12/8/1971,1971,https://archives.nd.edu/Observer/v06/1971-12-08_v06_059.pdf,1971-12-08_v06_059,Newspaper,Observer,application/pdf
1972-01-20_v06_060,https://archives.nd.edu/Observer/v06/1972-01-20_v06_060.pdf,"The Observer, Vol. 06, No. 060 -- 1972/01/20",v06,University of Notre Dame Archives,,1/20/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-20_v06_060.pdf,1972-01-20_v06_060,Newspaper,Observer,application/pdf
1972-01-21_v06_061,https://archives.nd.edu/Observer/v06/1972-01-21_v06_061.pdf,"The Observer, Vol. 06, No. 061 -- 1972/01/21",v06,University of Notre Dame Archives,,1/21/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-21_v06_061.pdf,1972-01-21_v06_061,Newspaper,Observer,application/pdf
1972-01-24_v06_062,https://archives.nd.edu/Observer/v06/1972-01-24_v06_062.pdf,"The Observer, Vol. 06, No. 062 -- 1972/01/24",v06,University of Notre Dame Archives,,1/24/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-24_v06_062.pdf,1972-01-24_v06_062,Newspaper,Observer,application/pdf
1972-01-25_v06_063,https://archives.nd.edu/Observer/v06/1972-01-25_v06_063.pdf,"The Observer, Vol. 06, No. 063 -- 1972/01/25",v06,University of Notre Dame Archives,,1/25/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-25_v06_063.pdf,1972-01-25_v06_063,Newspaper,Observer,application/pdf
1972-01-26_v06_064,https://archives.nd.edu/Observer/v06/1972-01-26_v06_064.pdf,"The Observer, Vol. 06, No. 064 -- 1972/01/26",v06,University of Notre Dame Archives,,1/26/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-26_v06_064.pdf,1972-01-26_v06_064,Newspaper,Observer,application/pdf
1972-01-27_v06_065,https://archives.nd.edu/Observer/v06/1972-01-27_v06_065.pdf,"The Observer, Vol. 06, No. 065 -- 1972/01/27",v06,University of Notre Dame Archives,,1/27/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-27_v06_065.pdf,1972-01-27_v06_065,Newspaper,Observer,application/pdf
1972-01-28_v06_066,https://archives.nd.edu/Observer/v06/1972-01-28_v06_066.pdf,"The Observer, Vol. 06, No. 066 -- 1972/01/28",v06,University of Notre Dame Archives,,1/28/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-28_v06_066.pdf,1972-01-28_v06_066,Newspaper,Observer,application/pdf
1972-01-31_v06_067,https://archives.nd.edu/Observer/v06/1972-01-31_v06_067.pdf,"The Observer, Vol. 06, No. 067 -- 1972/01/31",v06,University of Notre Dame Archives,,1/31/1972,1972,https://archives.nd.edu/Observer/v06/1972-01-31_v06_067.pdf,1972-01-31_v06_067,Newspaper,Observer,application/pdf
1972-02-01_v06_068,https://archives.nd.edu/Observer/v06/1972-02-01_v06_068.pdf,"The Observer, Vol. 06, No. 068 -- 1972/02/01",v06,University of Notre Dame Archives,,2/1/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-01_v06_068.pdf,1972-02-01_v06_068,Newspaper,Observer,application/pdf
1972-02-02_v06_069,https://archives.nd.edu/Observer/v06/1972-02-02_v06_069.pdf,"The Observer, Vol. 06, No. 069 -- 1972/02/02",v06,University of Notre Dame Archives,,2/2/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-02_v06_069.pdf,1972-02-02_v06_069,Newspaper,Observer,application/pdf
1972-02-03_v06_070,https://archives.nd.edu/Observer/v06/1972-02-03_v06_070.pdf,"The Observer, Vol. 06, No. 070 -- 1972/02/03",v06,University of Notre Dame Archives,,2/3/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-03_v06_070.pdf,1972-02-03_v06_070,Newspaper,Observer,application/pdf
1972-02-04_v06_071,https://archives.nd.edu/Observer/v06/1972-02-04_v06_071.pdf,"The Observer, Vol. 06, No. 071 -- 1972/02/04",v06,University of Notre Dame Archives,,2/4/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-04_v06_071.pdf,1972-02-04_v06_071,Newspaper,Observer,application/pdf
1972-02-07_v06_072,https://archives.nd.edu/Observer/v06/1972-02-07_v06_072.pdf,"The Observer, Vol. 06, No. 072 -- 1972/02/07",v06,University of Notre Dame Archives,,2/7/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-07_v06_072.pdf,1972-02-07_v06_072,Newspaper,Observer,application/pdf
1972-02-08_v06_073,https://archives.nd.edu/Observer/v06/1972-02-08_v06_073.pdf,"The Observer, Vol. 06, No. 073 -- 1972/02/08",v06,University of Notre Dame Archives,,2/8/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-08_v06_073.pdf,1972-02-08_v06_073,Newspaper,Observer,application/pdf
1972-02-09_v06_074,https://archives.nd.edu/Observer/v06/1972-02-09_v06_074.pdf,"The Observer, Vol. 06, No. 074 -- 1972/02/09",v06,University of Notre Dame Archives,,2/9/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-09_v06_074.pdf,1972-02-09_v06_074,Newspaper,Observer,application/pdf
1972-02-10_v06_075,https://archives.nd.edu/Observer/v06/1972-02-10_v06_075.pdf,"The Observer, Vol. 06, No. 075 -- 1972/02/10",v06,University of Notre Dame Archives,,2/10/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-10_v06_075.pdf,1972-02-10_v06_075,Newspaper,Observer,application/pdf
1972-02-11_v06_076,https://archives.nd.edu/Observer/v06/1972-02-11_v06_076.pdf,"The Observer, Vol. 06, No. 076 -- 1972/02/11",v06,University of Notre Dame Archives,,2/11/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-11_v06_076.pdf,1972-02-11_v06_076,Newspaper,Observer,application/pdf
1972-02-14_v06_077,https://archives.nd.edu/Observer/v06/1972-02-14_v06_077.pdf,"The Observer, Vol. 06, No. 077 -- 1972/02/14",v06,University of Notre Dame Archives,,2/14/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-14_v06_077.pdf,1972-02-14_v06_077,Newspaper,Observer,application/pdf
1972-02-15_v06_078,https://archives.nd.edu/Observer/v06/1972-02-15_v06_078.pdf,"The Observer, Vol. 06, No. 078 -- 1972/02/15",v06,University of Notre Dame Archives,,2/15/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-15_v06_078.pdf,1972-02-15_v06_078,Newspaper,Observer,application/pdf
1972-02-16_v06_079,https://archives.nd.edu/Observer/v06/1972-02-16_v06_079.pdf,"The Observer, Vol. 06, No. 079 -- 1972/02/16",v06,University of Notre Dame Archives,,2/16/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-16_v06_079.pdf,1972-02-16_v06_079,Newspaper,Observer,application/pdf
1972-02-17_v06_080,https://archives.nd.edu/Observer/v06/1972-02-17_v06_080.pdf,"The Observer, Vol. 06, No. 080 -- 1972/02/17",v06,University of Notre Dame Archives,,2/17/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-17_v06_080.pdf,1972-02-17_v06_080,Newspaper,Observer,application/pdf
1972-02-18_v06_081,https://archives.nd.edu/Observer/v06/1972-02-18_v06_081.pdf,"The Observer, Vol. 06, No. 081 -- 1972/02/18",v06,University of Notre Dame Archives,,2/18/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-18_v06_081.pdf,1972-02-18_v06_081,Newspaper,Observer,application/pdf
1972-02-21_v06_082,https://archives.nd.edu/Observer/v06/1972-02-21_v06_082.pdf,"The Observer, Vol. 06, No. 082 -- 1972/02/21",v06,University of Notre Dame Archives,,2/21/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-21_v06_082.pdf,1972-02-21_v06_082,Newspaper,Observer,application/pdf
1972-02-22_v06_083,https://archives.nd.edu/Observer/v06/1972-02-22_v06_083.pdf,"The Observer, Vol. 06, No. 083 -- 1972/02/22",v06,University of Notre Dame Archives,,2/22/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-22_v06_083.pdf,1972-02-22_v06_083,Newspaper,Observer,application/pdf
1972-02-23_v06_084,https://archives.nd.edu/Observer/v06/1972-02-23_v06_084.pdf,"The Observer, Vol. 06, No. 084 -- 1972/02/23",v06,University of Notre Dame Archives,,2/23/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-23_v06_084.pdf,1972-02-23_v06_084,Newspaper,Observer,application/pdf
1972-02-24_v06_085,https://archives.nd.edu/Observer/v06/1972-02-24_v06_085.pdf,"The Observer, Vol. 06, No. 085 -- 1972/02/24",v06,University of Notre Dame Archives,,2/24/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-24_v06_085.pdf,1972-02-24_v06_085,Newspaper,Observer,application/pdf
1972-02-25_v06_086,https://archives.nd.edu/Observer/v06/1972-02-25_v06_086.pdf,"The Observer, Vol. 06, No. 086 -- 1972/02/25",v06,University of Notre Dame Archives,,2/25/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-25_v06_086.pdf,1972-02-25_v06_086,Newspaper,Observer,application/pdf
1972-02-28_v06_087,https://archives.nd.edu/Observer/v06/1972-02-28_v06_087.pdf,"The Observer, Vol. 06, No. 087 -- 1972/02/28",v06,University of Notre Dame Archives,,2/28/1972,1972,https://archives.nd.edu/Observer/v06/1972-02-28_v06_087.pdf,1972-02-28_v06_087,Newspaper,Observer,application/pdf
